sex__cat,age__cat,race__cat,marital-status__cat,education__cat,native-country__cat,workclass__cat,occupation__cat,salary-class__cat
Male,20,White,Never-married,Some-college,United-States,State-gov,Exec-managerial,<=50K
Male,29,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,42,White,Married-civ-spouse,10th,United-States,Private,Exec-managerial,<=50K
Male,29,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,28,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,26,White,Separated,11th,United-States,Private,Craft-repair,<=50K
Female,31,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,63,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,27,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,49,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K
Female,17,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,23,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,42,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,35,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,69,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Female,34,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K
Female,53,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,24,Black,Never-married,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
Male,26,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,25,White,Never-married,10th,United-States,Private,Machine-op-inspct,<=50K
Male,58,Black,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K
Male,34,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,<=50K
Male,44,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K
Male,19,White,Married-civ-spouse,7th-8th,United-States,Private,Craft-repair,<=50K
Male,24,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,78,White,Widowed,HS-grad,United-States,Self-emp-inc,Sales,>50K
Female,34,White,Separated,Some-college,United-States,State-gov,Exec-managerial,<=50K
Male,36,White,Married-civ-spouse,Assoc-voc,United-States,Federal-gov,Tech-support,<=50K
Female,30,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,28,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,24,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Female,45,White,Divorced,Bachelors,Germany,Private,Adm-clerical,<=50K
Female,40,White,Widowed,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
Female,46,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,27,White,Never-married,Assoc-acdm,United-States,Private,Exec-managerial,<=50K
Female,31,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,35,Amer-Indian-Eskimo,Never-married,Doctorate,United-States,Federal-gov,Prof-specialty,>50K
Male,43,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Sales,<=50K
Female,48,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Female,44,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,57,White,Separated,HS-grad,Cuba,Private,Machine-op-inspct,<=50K
Male,18,White,Never-married,HS-grad,Canada,Private,Other-service,<=50K
Male,27,White,Married-spouse-absent,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,22,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,21,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,33,White,Married-civ-spouse,Assoc-acdm,United-States,Local-gov,Handlers-cleaners,<=50K
Male,34,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Female,48,White,Never-married,5th-6th,Nicaragua,Private,Priv-house-serv,<=50K
Female,26,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,29,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Exec-managerial,>50K
Female,40,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K
Male,42,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,43,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,33,White,Never-married,Bachelors,United-States,Federal-gov,Adm-clerical,<=50K
Male,22,White,Married-civ-spouse,5th-6th,Mexico,Private,Craft-repair,<=50K
Female,59,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,29,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,45,White,Divorced,11th,United-States,Private,Adm-clerical,<=50K
Female,32,White,Never-married,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K
Male,43,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,47,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,>50K
Male,29,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,37,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Female,20,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,38,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Adm-clerical,>50K
Female,28,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,23,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,43,White,Married-civ-spouse,HS-grad,Nicaragua,Private,Machine-op-inspct,<=50K
Male,50,White,Never-married,11th,United-States,Local-gov,Craft-repair,<=50K
Female,29,White,Married-civ-spouse,7th-8th,United-States,Private,Other-service,<=50K
Male,62,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,27,White,Never-married,Bachelors,United-States,Federal-gov,Protective-serv,<=50K
Female,32,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,30,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,32,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,45,White,Divorced,10th,United-States,Private,Sales,<=50K
Female,52,Asian-Pac-Islander,Married-civ-spouse,HS-grad,China,Private,Machine-op-inspct,<=50K
Male,44,White,Married-civ-spouse,Some-college,United-States,Local-gov,Exec-managerial,>50K
Female,76,White,Widowed,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,33,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,52,Other,Married-civ-spouse,11th,Dominican-Republic,Private,Machine-op-inspct,<=50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,28,White,Never-married,5th-6th,Mexico,Private,Other-service,<=50K
Male,50,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Female,51,White,Divorced,Some-college,United-States,State-gov,Adm-clerical,<=50K
Male,40,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,43,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Male,68,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,>50K
Male,40,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,>50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,State-gov,Tech-support,<=50K
Male,44,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Prof-specialty,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,41,White,Married-civ-spouse,Doctorate,Canada,Private,Exec-managerial,>50K
Male,24,White,Never-married,12th,Mexico,Private,Machine-op-inspct,<=50K
Male,37,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,66,White,Married-civ-spouse,Bachelors,United-States,Private,Other-service,>50K
Male,35,White,Married-civ-spouse,9th,Mexico,Private,Other-service,<=50K
Female,18,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,40,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Prof-specialty,>50K
Female,55,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,39,Black,Divorced,Assoc-acdm,Jamaica,Private,Exec-managerial,<=50K
Female,66,White,Widowed,7th-8th,United-States,Local-gov,Other-service,<=50K
Male,29,Asian-Pac-Islander,Married-spouse-absent,HS-grad,India,Self-emp-not-inc,Transport-moving,>50K
Female,25,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,23,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,33,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,>50K
Female,24,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,35,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,52,White,Divorced,5th-6th,United-States,Private,Farming-fishing,<=50K
Female,56,Black,Divorced,10th,United-States,Private,Adm-clerical,<=50K
Male,27,Black,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,33,White,Widowed,HS-grad,United-States,Self-emp-inc,Sales,<=50K
Female,26,Black,Never-married,Assoc-acdm,United-States,State-gov,Adm-clerical,<=50K
Female,47,Black,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,31,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,53,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,31,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,39,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,17,White,Never-married,10th,United-States,Self-emp-inc,Sales,<=50K
Female,31,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,34,White,Married-AF-spouse,Some-college,United-States,Federal-gov,Adm-clerical,>50K
Male,29,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Tech-support,>50K
Male,72,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Male,45,Black,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
Female,41,White,Divorced,HS-grad,Guatemala,Private,Priv-house-serv,<=50K
Male,25,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Female,29,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K
Female,49,White,Married-civ-spouse,11th,United-States,Private,Priv-house-serv,<=50K
Male,56,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,20,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Female,20,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,54,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K
Male,62,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,33,White,Never-married,Bachelors,United-States,Private,Sales,>50K
Male,28,White,Never-married,9th,El-Salvador,Private,Craft-repair,<=50K
Female,57,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,45,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Sales,<=50K
Male,38,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,20,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,39,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Female,31,White,Never-married,Some-college,United-States,State-gov,Other-service,<=50K
Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K
Female,38,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,43,White,Divorced,HS-grad,United-States,State-gov,Tech-support,<=50K
Male,33,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,33,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K
Male,39,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,<=50K
Male,24,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,24,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,37,White,Never-married,HS-grad,Puerto-Rico,Private,Machine-op-inspct,<=50K
Female,58,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Female,21,Black,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,44,Black,Separated,11th,United-States,Private,Other-service,<=50K
Male,17,White,Never-married,10th,United-States,Private,Other-service,<=50K
Male,33,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,70,White,Widowed,7th-8th,United-States,Private,Other-service,<=50K
Male,25,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,20,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K
Male,18,Other,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,26,Black,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,35,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,>50K
Male,36,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,58,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,<=50K
Male,32,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Craft-repair,<=50K
Male,70,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,57,Other,Married-civ-spouse,Some-college,Mexico,Private,Other-service,<=50K
Male,45,White,Married-civ-spouse,12th,United-States,Private,Sales,>50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Female,20,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,36,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,24,White,Never-married,HS-grad,United-States,Private,Prof-specialty,<=50K
Female,20,White,Never-married,Some-college,Mexico,Private,Adm-clerical,<=50K
Female,58,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,28,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,25,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,36,Other,Separated,5th-6th,Mexico,Private,Priv-house-serv,<=50K
Male,34,White,Never-married,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,30,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Federal-gov,Armed-Forces,<=50K
Male,21,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,43,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,39,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Male,44,White,Never-married,Assoc-voc,United-States,Private,Craft-repair,<=50K
Female,25,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Female,27,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,31,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,44,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,26,Asian-Pac-Islander,Never-married,Some-college,Philippines,Private,Adm-clerical,<=50K
Male,30,Black,Separated,Some-college,United-States,Local-gov,Handlers-cleaners,<=50K
Female,34,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K
Female,56,White,Never-married,Some-college,Canada,Private,Adm-clerical,<=50K
Male,50,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K
Male,21,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,33,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,24,White,Divorced,HS-grad,United-States,Private,Protective-serv,<=50K
Female,55,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Female,56,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K
Male,24,White,Never-married,Bachelors,United-States,Private,Exec-managerial,>50K
Female,31,Other,Never-married,7th-8th,Mexico,Private,Machine-op-inspct,<=50K
Male,38,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,52,White,Never-married,Some-college,United-States,Private,Prof-specialty,>50K
Male,52,Asian-Pac-Islander,Married-civ-spouse,HS-grad,Philippines,Private,Handlers-cleaners,<=50K
Female,81,White,Widowed,1st-4th,United-States,State-gov,Other-service,<=50K
Female,38,Asian-Pac-Islander,Divorced,10th,Portugal,Private,Machine-op-inspct,<=50K
Male,31,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,60,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Female,58,Amer-Indian-Eskimo,Widowed,Some-college,United-States,Federal-gov,Prof-specialty,<=50K
Male,45,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,32,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,32,White,Married-civ-spouse,Some-college,Mexico,Private,Handlers-cleaners,<=50K
Male,27,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,23,White,Never-married,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,44,Black,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K
Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Female,40,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,23,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,<=50K
Female,23,Black,Never-married,7th-8th,Dominican-Republic,Private,Machine-op-inspct,<=50K
Male,27,White,Never-married,Prof-school,United-States,Private,Prof-specialty,<=50K
Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,37,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,>50K
Male,30,Black,Never-married,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,33,White,Never-married,Masters,United-States,Private,Exec-managerial,>50K
Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,56,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,40,White,Married-spouse-absent,Bachelors,United-States,Private,Exec-managerial,>50K
Male,60,White,Married-civ-spouse,Masters,United-States,Local-gov,Exec-managerial,>50K
Male,67,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,>50K
Female,18,Asian-Pac-Islander,Never-married,11th,United-States,Private,Adm-clerical,<=50K
Female,26,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,61,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,26,White,Married-civ-spouse,9th,United-States,Private,Craft-repair,<=50K
Male,62,White,Divorced,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,33,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,27,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,<=50K
Female,28,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,53,White,Married-civ-spouse,12th,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,30,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,43,White,Divorced,Some-college,United-States,Local-gov,Protective-serv,<=50K
Female,44,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,26,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Female,33,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Male,44,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,30,White,Married-civ-spouse,Some-college,Cuba,Federal-gov,Adm-clerical,>50K
Male,44,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Prof-specialty,>50K
Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Male,25,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,25,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,45,Black,Widowed,Some-college,United-States,Private,Other-service,<=50K
Male,37,Black,Divorced,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K
Female,24,White,Never-married,Some-college,United-States,State-gov,Adm-clerical,<=50K
Male,28,White,Divorced,HS-grad,United-States,Private,Protective-serv,<=50K
Male,54,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Sales,<=50K
Female,32,White,Never-married,Some-college,Holand-Netherlands,Private,Machine-op-inspct,<=50K
Male,46,White,Never-married,HS-grad,United-States,Private,Tech-support,<=50K
Male,39,White,Divorced,11th,United-States,Private,Other-service,<=50K
Female,30,White,Divorced,10th,United-States,Private,Other-service,<=50K
Male,38,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Female,47,Black,Married-spouse-absent,HS-grad,Puerto-Rico,Federal-gov,Adm-clerical,<=50K
Female,25,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Male,50,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K
Male,26,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,22,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,52,Black,Married-civ-spouse,HS-grad,United-States,State-gov,Protective-serv,>50K
Male,24,Black,Never-married,10th,Haiti,Local-gov,Craft-repair,<=50K
Female,52,Black,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,39,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Female,66,Black,Widowed,7th-8th,United-States,Private,Other-service,<=50K
Male,34,Amer-Indian-Eskimo,Never-married,HS-grad,United-States,Local-gov,Protective-serv,<=50K
Male,45,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,23,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,23,Amer-Indian-Eskimo,Never-married,HS-grad,United-States,Private,Protective-serv,<=50K
Male,45,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Female,29,White,Never-married,Assoc-acdm,United-States,Private,Prof-specialty,>50K
Male,53,White,Married-civ-spouse,9th,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,30,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,53,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Exec-managerial,>50K
Male,55,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K
Male,40,White,Married-civ-spouse,Doctorate,United-States,State-gov,Prof-specialty,>50K
Male,18,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,58,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Prof-specialty,>50K
Male,27,Asian-Pac-Islander,Never-married,Prof-school,India,Private,Prof-specialty,<=50K
Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,36,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,>50K
Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,47,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Prof-specialty,>50K
Male,57,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,21,Black,Married-spouse-absent,Some-college,United-States,Private,Sales,<=50K
Male,48,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,40,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K
Female,42,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,23,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,58,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K
Female,32,White,Divorced,11th,United-States,Private,Other-service,<=50K
Female,42,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,26,White,Never-married,Bachelors,United-States,Local-gov,Protective-serv,<=50K
Male,46,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Female,27,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,48,White,Married-civ-spouse,7th-8th,United-States,Self-emp-inc,Craft-repair,>50K
Female,39,Amer-Indian-Eskimo,Divorced,Assoc-voc,Columbia,Private,Other-service,<=50K
Male,64,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,46,White,Never-married,7th-8th,United-States,Private,Handlers-cleaners,<=50K
Male,39,White,Married-civ-spouse,Prof-school,United-States,Private,Craft-repair,>50K
Female,38,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,>50K
Male,44,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K
Female,32,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,36,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Male,46,White,Divorced,Assoc-voc,United-States,Private,Craft-repair,<=50K
Female,27,White,Never-married,Assoc-acdm,Germany,State-gov,Adm-clerical,<=50K
Male,52,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Sales,>50K
Male,41,Asian-Pac-Islander,Married-civ-spouse,HS-grad,China,Private,Other-service,<=50K
Female,30,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,60,Black,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Male,22,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,69,Black,Widowed,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Male,33,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,66,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,44,White,Separated,Assoc-voc,United-States,Private,Craft-repair,>50K
Female,44,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Male,44,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Exec-managerial,>50K
Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,21,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,50,White,Divorced,7th-8th,United-States,Private,Other-service,<=50K
